partner_id,join_date,months_on_platform,weekly_trips,cancel_rate,on_time_rate,avg_rating,earnings_volatility,region,repay_on_time
P102056,2023-07-08 01:30:36.821834,1,36,0.14399806418116493,0.8804227990952312,4.401362490655282,0.3114445830153217,East,0
P102057,2024-02-03 01:30:36.821837,18,31,0.05621549704206712,0.9104440892849598,4.103633401683069,0.1459131691175157,West,1
P102058,2023-01-24 01:30:36.821840,15,23,0.047006815777846635,0.9182273658112348,4.394673602186976,0.15815556585552992,South,1
P102059,2023-12-31 01:30:36.821843,17,42,0.025932565696864657,0.9931960172787189,4.761247166961205,0.05,West,1
P102060,2025-06-15 01:30:36.821846,10,34,0.06407875068553134,0.8044281498347415,4.395111446940079,0.4326674349912725,East,0
P102061,2023-01-29 01:30:36.821849,20,35,0.13327797981386277,0.9201282415722608,4.715135538171576,0.0864804874604011,East,0
P102062,2023-08-30 01:30:36.821852,6,39,0.051789699424988365,0.8636908134034628,4.132866883405162,0.24905311716718864,North,1
P102063,2024-11-15 01:30:36.821855,8,29,0.2379169348466988,0.8854078963161824,4.628415885425089,0.1433696776997174,East,1
P102064,2024-08-12 01:30:36.821858,34,35,0.022994319046690505,0.966696944398647,4.490757936611588,0.08934156035910246,South,1
P102065,2023-11-04 01:30:36.821861,32,33,0.22342763345183958,0.910222989628218,4.480143347231428,0.13266021205181386,North,1
P102066,2023-07-22 01:30:36.821864,4,37,0.3,0.9516695683056768,4.400275246679178,0.11019336836271908,South,1
P102067,2022-10-28 01:30:36.821867,20,39,0.06432041802811599,0.9336160693623974,3.9370541460730464,0.13535864687402907,Central,1
P102068,2023-01-15 01:30:36.821870,24,23,0.015409311553759285,0.9339220084184104,4.6092657590044315,0.17222486319411096,North,1
P102069,2023-11-01 01:30:36.821873,24,38,0.07751851373362094,0.9401868087005086,4.236703876326223,0.05,West,1
P102070,2023-06-03 01:30:36.821876,26,29,0.04902047317638692,0.9193907652816622,4.298426374168593,0.10869232915895218,West,0
P102071,2023-11-30 01:30:36.821879,25,26,0.06813321235631643,0.8813941691521944,4.702722127293023,0.28193728076353214,East,1
P102072,2023-05-17 01:30:36.821882,36,34,0.08773765285457379,0.9719425139220752,4.136505676095364,0.1060380423414668,South,0
P102073,2023-09-17 01:30:36.821884,7,30,0.02614657353372925,0.7763597221787566,4.319433978661272,0.050204842660220066,East,1
P102074,2025-01-27 01:30:36.821887,10,32,0.14005198579650882,0.9629328712788798,4.485114142704453,0.13881217896051354,Central,1
P102075,2022-11-22 01:30:36.821890,12,32,0.2901052882035824,0.7738223747960303,4.378491211804152,0.2509400971979198,North,1
P102076,2024-02-02 01:30:36.821893,1,31,0.11377569324614642,0.9056516324576903,4.325026159325745,0.40100614246194044,South,1
P102077,2023-08-09 01:30:36.821896,25,25,0.21620037637796757,0.8938322108864986,4.505628581836757,0.05,West,1
P102078,2023-01-20 01:30:36.821900,16,34,0.03859595496093327,0.9284673230589113,4.60949154517875,0.05,Central,1
P102079,2023-03-11 01:30:36.821903,5,30,0.07575599836034615,0.9464637835893212,5.0,0.15961811487655897,South,1
P102080,2023-11-24 01:30:36.821905,19,28,0.0514019989255497,0.880991932332652,4.815944144447692,0.5,South,0
P102081,2024-06-15 01:30:36.821909,4,30,0.07893904664204321,0.7009126604951157,4.92914478642526,0.0544191463579833,North,0
P102082,2023-02-12 01:30:36.821912,6,32,0.07027604786977863,0.7,4.472286066636999,0.24377632788477124,West,1
P102083,2025-02-21 01:30:36.821915,26,22,0.06418362123569324,0.7429382171589856,4.414570248168876,0.3728998661464864,Central,0
P102084,2024-11-06 01:30:36.821918,9,31,0.11491944365716002,0.903473922010252,4.5689873316732115,0.05,South,1
P102085,2023-11-10 01:30:36.821921,14,38,0.03605584913490814,0.7,4.631180980035889,0.05,South,1
P102086,2023-02-09 01:30:36.821924,9,24,0.045629892863314,0.8844490618694553,4.358876570031178,0.235704097617159,Central,0
P102087,2025-01-10 01:30:36.821927,15,29,0.07612852690296704,0.8814213251531748,4.2457904675140785,0.2095836023421639,East,1
P102088,2023-12-30 01:30:36.821930,20,24,0.12762565399557138,0.8490558057820071,4.010993469956659,0.0640992327871892,North,1
P102089,2023-04-15 01:30:36.821933,8,27,0.03571117023569667,0.7538135637645959,4.830151818796677,0.12626557878286124,East,1
P102090,2023-12-16 01:30:36.821936,32,23,0.11705752681594842,0.853214852940081,4.636495675466574,0.42533839672350954,South,0
P102091,2024-11-26 01:30:36.821938,21,27,0.23569242602058144,0.9640325431742052,4.9665783988292596,0.12354247106817601,West,1
P102092,2023-03-12 01:30:36.821941,19,28,0.20322515667291735,0.7,4.55841310807188,0.20840132798334754,East,0
P102093,2025-01-19 01:30:36.821945,29,29,0.10931260788021055,0.9115982168542939,3.8943669451686613,0.0665265812773214,South,0
P102094,2023-09-13 01:30:36.821948,31,35,0.0528672880061009,0.9338128017691679,4.7671215449633975,0.19597955293425395,Central,1
P102095,2023-11-03 01:30:36.821950,6,36,0.02287558037120878,0.9579160780985891,4.653878955167905,0.05,East,1
P102096,2023-10-01 01:30:36.821953,4,29,0.18714150898038354,0.8757503517767432,4.5764623196334515,0.3022814284307291,North,1
P102097,2023-01-02 01:30:36.821956,29,28,0.08346700649219987,0.7192810905968385,4.638887739746543,0.2946060448329171,Central,0
P102098,2025-01-16 01:30:36.821959,3,41,0.046065496961805535,0.839973793474868,4.065273710698344,0.35365378108834644,East,0
P102099,2024-03-29 01:30:36.821962,1,29,0.08845269886752104,0.9586590830262298,4.79569541480198,0.23814029884129512,Central,1
P102100,2023-02-19 01:30:36.821965,15,32,0.22966232547235382,0.8598219739743314,4.050961224411455,0.1468721219161889,South,1
P102101,2025-03-14 01:30:36.821968,21,28,0.20410801449984928,0.8029334565967056,4.687558236725528,0.10307961625858884,North,0
P102102,2025-02-19 01:30:36.821971,31,27,0.2836634288127536,0.7,4.568965114950169,0.330455060609921,East,1
P102103,2024-09-23 01:30:36.821974,7,33,0.05428103236848011,0.9405353593763225,3.834719516198082,0.2672964469976484,Central,1
P102104,2025-07-13 01:30:36.821977,17,25,0.06375605045692742,0.7,3.912967518915882,0.1279620144850566,East,0
P102105,2022-11-23 01:30:36.821980,19,33,0.05629572141353398,0.8651229624067951,4.57774531789844,0.2554481766487075,North,0
P102106,2024-10-02 01:30:36.821983,3,31,0.038224048985821976,0.8958599357072785,3.9178133319608337,0.2108251481263199,East,1
P102107,2024-07-28 01:30:36.821986,30,30,0.1352466246566699,0.9219187443426325,4.721828385376456,0.17696546418667458,South,1
P102108,2023-04-03 01:30:36.821989,35,38,0.05796643936975015,0.8806934141433822,3.9642658202438694,0.5,West,0
P102109,2024-07-15 01:30:36.821992,29,35,0.1520088830653492,0.9773073600391797,4.296878700258815,0.10048997541945318,East,0
P102110,2024-05-15 01:30:36.821995,14,27,0.13323687955977961,0.8779593002633748,4.711547885166139,0.24879567569402072,Central,0
P102111,2024-06-04 01:30:36.821998,35,26,0.21281444309066075,0.7,4.2300442862453576,0.09804130913414749,South,0
P102112,2025-02-23 01:30:36.822001,28,34,0.03290523998675032,0.9670340169340707,4.289971567217216,0.18762222161925596,Central,1
P102113,2023-11-13 01:30:36.822004,30,31,0.1628587060726513,0.8009429184821134,4.247412791516944,0.15484646884811912,Central,0
P102114,2023-02-20 01:30:36.822007,26,31,0.11149575885259676,0.8948186718580758,4.558454139378138,0.05,East,1
P102115,2024-03-31 01:30:36.822010,7,22,0.21964332110092172,0.9599930004377921,4.929938480701104,0.4593721876109005,South,0
P102116,2022-10-21 01:30:36.822013,31,35,0.02155808406074161,0.8446204035879639,4.727452531433087,0.2063318779829455,Central,1
P102117,2024-09-10 01:30:36.822016,5,35,0.03351976472690074,0.9136222625038227,4.158485668566849,0.10055310430366673,South,1
P102118,2023-12-14 01:30:36.822019,35,33,0.09239878203113348,0.8688157524712024,4.5627235086553,0.09488080822233705,North,0
P102119,2022-10-23 01:30:36.822022,14,34,0.07765876389155811,0.8917873607240856,4.2525822634248565,0.06310578853783481,East,0
P102120,2024-10-18 01:30:36.822025,36,24,0.09058719495480691,0.9858473959803664,5.0,0.08167713626573554,West,1
P102121,2023-12-19 01:30:36.822028,27,25,0.072976153740698,0.9240733172809376,4.791074445815407,0.130076572163419,South,0
P102122,2024-01-08 01:30:36.822030,24,42,0.01020489387078987,0.8241458511301614,4.156194061342498,0.23257810028335257,North,1
P102123,2025-07-06 01:30:36.822034,29,37,0.11060223437147695,0.7846054996201238,4.631297295028292,0.05,West,0
P102124,2022-12-23 01:30:36.822037,22,29,0.23131723522940228,0.8708446161479534,5.0,0.2634202033041807,Central,1
P102125,2025-06-21 01:30:36.822040,8,23,0.03843894773011394,0.8059763663356655,4.865543514868643,0.0746391237666315,East,1
P102126,2024-06-06 01:30:36.822042,15,24,0.017916239644552703,0.9330441545924882,5.0,0.2633519464684179,Central,1
P102127,2025-02-07 01:30:36.822046,5,21,0.1858691713854601,0.8107187834756584,4.93668764734738,0.31107230000785874,Central,1
P102128,2024-02-21 01:30:36.822049,4,31,0.16303991009913482,0.7325510339949081,4.740281711867302,0.053870687148508824,North,1
P102129,2022-12-11 01:30:36.822052,11,27,0.0848686996497896,0.8936403427291004,4.5655995809994465,0.17207844639787762,South,1
P102130,2025-01-17 01:30:36.822055,18,34,0.15760385220176268,0.949650821892404,4.3147562878865235,0.19616890768216888,Central,0
P102131,2023-12-02 01:30:36.822058,30,27,0.03688451601915233,0.9104478179486996,4.737517778179568,0.09603416367353648,West,1
P102132,2023-04-14 01:30:36.822061,15,28,0.05104177853317933,0.8252797661417384,4.667716617562251,0.1245315575551219,South,1
P102133,2023-04-03 01:30:36.822064,6,25,0.07481461636902055,0.9070914488372792,4.1750662077738845,0.11816731448106187,West,1
P102134,2025-07-12 01:30:36.822067,16,31,0.12600678221417916,0.8207494236056789,4.937997868913491,0.19798572904013145,Central,1
P102135,2023-04-14 01:30:36.822070,9,32,0.07796665254242206,0.9310546743034963,4.262960081707374,0.43807999463008906,Central,0
P102136,2025-04-27 01:30:36.822073,34,27,0.07038741750454837,0.8555458931460799,4.720657443017563,0.17277891421639013,North,0
P102137,2024-05-25 01:30:36.822076,27,27,0.09957406234220935,0.856786399096262,4.488525519764034,0.2622492471560278,West,0
P102138,2023-11-05 01:30:36.822079,13,31,0.09064874119048362,0.9502443866101544,4.190252722676215,0.15779395869329574,West,1
P102139,2023-12-24 01:30:36.822082,36,26,0.20078909381373422,0.9659571351981707,5.0,0.3249377636109563,North,1
P102140,2024-08-24 01:30:36.822084,27,26,0.12207530590361083,0.9390740717582995,4.217287942265797,0.11073205857822872,Central,1
P102141,2024-01-10 01:30:36.822087,9,28,0.061300356420140964,0.7305859987217981,4.31124290966247,0.1315769576405654,East,1
P102142,2023-12-01 01:30:36.822090,5,24,0.055992482347713333,0.8637395537102787,4.549336662649976,0.29404166442528173,East,0
P102143,2024-12-03 01:30:36.822093,22,25,0.12178509087093813,0.9643994083473342,4.079833736574586,0.05808310686870119,Central,1
P102144,2024-01-20 01:30:36.822096,31,25,0.03978932987337001,0.966635851954375,4.779713765844225,0.08667614218903644,South,1
P102145,2022-12-17 01:30:36.822099,3,31,0.10351206087963533,0.770966339355044,4.448651853394189,0.11036964193805841,East,1
P102146,2025-07-02 01:30:36.822102,30,21,0.14839001607900132,0.9644530520329235,5.0,0.17557280256115804,South,1
P102147,2024-07-08 01:30:36.822105,21,25,0.06550882568279723,0.8080086066539459,4.9704869099220765,0.2758392383440764,Central,1
P102148,2024-10-30 01:30:36.822108,35,30,0.1363067892253227,0.8687265385208605,4.9524342364375835,0.05,Central,1
P102149,2024-02-18 01:30:36.822111,6,21,0.0732303844914762,0.9824777270538432,4.565921321514539,0.29465255143861774,West,1
P102150,2024-07-16 01:30:36.822114,28,26,0.16084747562949733,0.9095364510947943,3.777357062051768,0.4907620361846847,West,0
P102151,2023-03-03 01:30:36.822117,32,28,0.16773866859025732,0.8455437712481174,5.0,0.17448602159103588,South,1
P102152,2025-01-01 01:30:36.822120,25,35,0.04563690209534834,0.8476972947288708,4.519319388670545,0.2150150929835949,North,0
P102153,2024-07-23 01:30:36.822123,32,32,0.03319861441473361,0.872917771592551,4.8578051915033695,0.48457706524805433,East,0
P102154,2023-07-21 01:30:36.822126,35,28,0.04773415796610824,0.9771648245226633,3.868908196841881,0.1809566715904567,Central,1
P102155,2025-01-02 01:30:36.822129,22,33,0.008656982498628354,0.9543889796767985,3.9401410834155195,0.0888767879679743,East,1
P102156,2025-05-16 01:30:36.822132,24,28,0.07650465440176776,0.733993351295046,4.601866227954761,0.1540369195689268,East,1
P102157,2023-11-14 01:30:36.822135,30,28,0.013130872066598263,0.9570858878527619,4.601893073617278,0.297521849632107,West,1
P102158,2023-12-08 01:30:36.822138,32,31,0.01560887843509784,0.9156204134927786,4.469026794367741,0.4813695497678134,Central,1
P102159,2023-06-13 01:30:36.822141,31,26,0.24238408175087464,0.9250244221117847,4.190370378045917,0.07750572522804373,Central,0
P102160,2022-11-06 01:30:36.822144,23,27,0.19418291184665634,0.9033830569252735,4.621443949607041,0.0706918152139228,East,0
P102161,2023-09-23 01:30:36.822147,33,33,0.12448535381005896,0.9530418436482909,4.434604408105076,0.45402192006053277,Central,0
P102162,2025-06-06 01:30:36.822150,25,31,0.05759202983077717,0.7629502054205243,4.287742285145498,0.2798269531064849,North,0
P102163,2022-09-18 01:30:36.822153,36,38,0.13786287351889698,0.7932561479130632,4.6012725928874385,0.16598401212456676,North,0
P102164,2023-03-06 01:30:36.822156,24,37,0.14563997031420758,0.9531373807802731,4.18230811558374,0.43641735974934737,Central,0
P102165,2024-05-13 01:30:36.822159,31,39,0.10023799891183272,0.8877816004005485,4.61987683828304,0.09031261294506263,West,0
P102166,2025-05-29 01:30:36.822162,13,33,0.07646160409041688,0.8773948848402429,4.55738321527459,0.20620492711632551,East,0
P102167,2022-10-26 01:30:36.822165,10,30,0.09824439543661395,0.84905291504373,4.0947227262622965,0.3539727142401835,South,0
P102168,2024-12-19 01:30:36.822168,23,22,0.18393267441014335,0.8983985213586656,4.700638994015001,0.30805288615695803,West,0
P102169,2023-06-21 01:30:36.822171,18,24,0.09463882754998598,0.8756037333568077,4.195994983488687,0.08817478991626021,North,0
P102170,2023-09-24 01:30:36.822174,32,30,0.08109950821312144,0.9716957618871148,4.354839435663571,0.05,Central,1
P102171,2023-12-11 01:30:36.822177,33,44,0.03424344356996723,0.8887291871085902,4.093248433412702,0.2798224002539787,North,0
P102172,2024-07-20 01:30:36.822180,36,25,0.09795060804082238,0.8928976763333116,4.235220146820858,0.12580032942875838,Central,1
P102173,2023-08-25 01:30:36.822183,28,27,0.03355567363929346,0.9541378145863908,4.423199500221708,0.17641968688570675,North,0
P102174,2024-09-30 01:30:36.822186,16,30,0.023780294509735126,0.8222180051837763,4.572508239351367,0.05,West,0
P102175,2023-06-16 01:30:36.822189,16,19,0.016515554586822676,0.9092629564984088,3.9385140376285674,0.2974608546016266,South,0
P102176,2024-03-17 01:30:36.822192,18,36,0.12686764339619716,0.7737409792098329,4.188025118257537,0.10904798442045326,Central,1
P102177,2024-11-08 01:30:36.822195,8,29,0.04036167067263437,0.8923163599496134,4.323493554095195,0.05,North,1
P102178,2025-07-26 01:30:36.822198,16,33,0.2006229424841051,0.9534267832540014,4.2021227226197855,0.21658423798930385,North,0
P102179,2024-03-13 01:30:36.822201,11,36,0.005155810229371311,0.9346704681193257,4.7345724902923605,0.3024559579922046,South,1
P102180,2024-04-14 01:30:36.822204,6,20,0.12770922485952813,0.921837174999436,4.683943038689792,0.3305487695804443,North,0
P102181,2025-02-20 01:30:36.822207,1,36,0.04357476108242033,0.8083308686086931,4.131390395113886,0.20359606209681091,Central,1
P102182,2024-04-05 01:30:36.822210,12,31,0.11740590438608565,0.9595540549128295,4.035109387134806,0.3144326226378822,East,1
P102183,2024-01-14 01:30:36.822213,28,30,0.06400355405997671,0.9275091814436972,4.688994557754635,0.36225595470904837,North,0
P102184,2023-02-10 01:30:36.822216,17,27,0.04215899911019135,0.879770442722579,5.0,0.05,West,1
P102185,2024-01-22 01:30:36.822219,1,27,0.09644381798626839,0.8185183858617253,4.937965078924685,0.21339366279817584,West,1
P102186,2024-12-08 01:30:36.822222,32,32,0.3,0.8922121659309378,4.4925786646569765,0.26797247531501855,Central,0
P102187,2024-01-27 01:30:36.822225,8,30,0.05247660442871739,0.8963862216072176,4.417322859908259,0.05,West,1
P102188,2023-04-28 01:30:36.822228,24,29,0.12476354961826865,0.7,4.710835979951408,0.484901038551293,West,0
P102189,2024-04-22 01:30:36.822231,10,29,0.045475808706817,0.9087791099600486,4.472966172226043,0.06156393694044054,South,1
P102190,2024-07-13 01:30:36.822234,10,32,0.0710599498435517,0.944609279773196,4.396253663627037,0.1616181698031403,East,1
P102191,2023-06-20 01:30:36.822237,36,35,0.3,0.8223054041635743,4.8255787702728945,0.10619074406525852,Central,1
P102192,2023-04-08 01:30:36.822240,25,29,0.11821028603896175,0.9466653143756238,4.115152130642828,0.09182816696863944,South,0
P102193,2024-07-12 01:30:36.822243,10,33,0.292754423948146,0.96416506976425,4.309453265948014,0.4426833863588206,North,0
P102194,2023-03-10 01:30:36.822246,19,29,0.2065059684294282,0.8983515350994075,4.8036017454568425,0.267741716765244,North,1
P102195,2024-11-17 01:30:36.822249,15,29,0.024170206716260658,0.893686441589412,4.435754235498021,0.07631828589107559,South,1
P102196,2024-10-24 01:30:36.822252,16,27,0.11127036727249641,0.7947215644253546,4.293916516417604,0.09646336651169404,East,1
P102197,2025-06-24 01:30:36.822255,2,30,0.07158342341540347,0.7887743896965603,3.9649950837003445,0.051121799339430056,North,1
P102198,2024-04-04 01:30:36.822258,29,35,0.06822066113517389,0.849381309496875,4.4682517235313055,0.2801713392657027,East,0
P102199,2023-01-17 01:30:36.822261,4,29,0.16169856075575734,0.748099589714956,4.712682713124,0.2841375929000522,South,1
P102200,2024-12-26 01:30:36.822264,29,37,0.04258229607028683,0.9677214122859445,3.894089672672384,0.1804960257857035,South,0
P102201,2022-10-23 01:30:36.822267,31,23,0.0450777234503365,0.9373492360533345,4.6091996982004675,0.05,West,1
P102202,2022-10-14 01:30:36.822270,17,29,0.037099826916382216,0.8364117587739622,4.999054386051521,0.10903102709280846,East,1
P102203,2023-11-29 01:30:36.822273,10,32,0.1344742809541295,0.9743954477141562,4.777074271725324,0.16651511634102067,West,1
P102204,2023-01-18 01:30:36.822276,27,38,0.00249228460554553,0.9297391224882331,4.433225342121181,0.12756893636450234,West,1
P102205,2023-09-15 01:30:36.822279,15,28,0.03884435768120299,0.8497365260186546,4.707374407555327,0.09688081610029833,West,0
P102206,2023-11-29 01:30:36.822282,31,30,0.029712335072101012,0.960830273184951,4.6310990513295485,0.05,South,1
P102207,2024-11-16 01:30:36.822285,21,23,0.2356048103271217,0.9578975606415085,4.183762811449578,0.3310843520445871,North,0
P102208,2022-11-17 01:30:36.822288,26,23,0.09292450242222361,0.9505429810480819,4.891109368577769,0.21782451059646118,North,0
P102209,2022-12-11 01:30:36.822291,36,32,0.10363188411369957,0.8300133241740177,5.0,0.2842178620813536,South,1
P102210,2024-08-02 01:30:36.822293,17,27,0.1984242669024157,0.7911358130169597,4.528534876303624,0.09394899665815717,East,1
P102211,2024-02-06 01:30:36.822296,3,29,0.20349177126445422,0.9444242905445346,4.56628409307628,0.3105366786720609,Central,0
P102212,2023-10-24 01:30:36.822299,14,31,0.07668871625965366,0.8753187135933308,4.770141305946295,0.2638793895971258,South,1
P102213,2023-05-12 01:30:36.822302,13,27,0.11749942051571796,0.864463496632996,4.775801270644655,0.261570246052733,South,0
P102214,2022-09-28 01:30:36.822305,27,35,0.10028225472957127,0.9611187170181592,4.624501241330214,0.07043083393487502,West,0
P102215,2024-01-06 01:30:36.822308,1,26,0.10604322782781203,0.8283265808435278,4.012309855292323,0.05638956159636371,North,1
P102216,2022-10-25 01:30:36.822310,17,29,0.13452543609166406,0.8879291827710275,3.9372831778670783,0.38567180887045494,East,1
P102217,2023-10-03 01:30:36.822314,34,33,0.21584304657629974,0.9471068246577498,4.599713320871124,0.07363951268775175,South,0
P102218,2024-11-07 01:30:36.822317,14,27,0.056334106780574475,0.9843578746029829,4.514168277519526,0.07687570700181445,West,1
P102219,2023-01-22 01:30:36.822320,17,25,0.0836023761562397,0.8727836538354896,4.527335795850955,0.06688184946537974,East,0
P102220,2024-11-29 01:30:36.822323,3,28,0.10822671645565787,0.9360899306422614,4.622459843834446,0.16400438718899102,West,1
P102221,2025-03-25 01:30:36.822326,34,23,0.0479259716697789,0.8840326821536918,4.2280986156132085,0.06318642226005922,North,0
P102222,2024-08-15 01:30:36.822329,25,34,0.025215148858149624,0.8716799215613834,4.358709787360682,0.053039773951420656,North,0
P102223,2025-01-19 01:30:36.822332,2,26,0.1394418744595196,0.899111707699379,4.9387283758945815,0.05485076323288716,West,1
P102224,2023-01-16 01:30:36.822335,34,26,0.1664314895921534,0.9543494823819343,4.397430042807742,0.2348767985255638,North,0
P102225,2022-10-16 01:30:36.822338,26,36,0.07637906464794224,0.9052319105369816,4.0902913339463565,0.05,Central,1
P102226,2023-10-28 01:30:36.822341,31,22,0.07691503469923083,0.9705802669916684,4.223555251763317,0.34336458989026775,West,0
P102227,2024-12-19 01:30:36.822343,9,35,0.06469332122193042,0.9230841030067671,4.7759013466212705,0.11452193594765747,North,0
P102228,2023-09-02 01:30:36.822346,30,33,0.132166233542041,0.963244285366794,4.98324562093576,0.32004200228937413,East,0
P102229,2024-11-11 01:30:36.822349,20,30,0.015065061320445192,0.9642224426349437,4.360493030515493,0.15948405908463648,West,1
P102230,2023-10-27 01:30:36.822352,21,25,0.05216183610716018,0.8375144572026639,4.544658781077638,0.0866040189144277,South,1
P102231,2025-01-04 01:30:36.822355,29,36,0.03354848821816051,0.7788353030477767,4.90116070461428,0.25261787467939084,South,1
P102232,2023-01-03 01:30:36.822358,25,27,0.03823928692814602,0.9526668186672551,4.431606102383272,0.12133117093495244,South,1
P102233,2024-05-03 01:30:36.822361,25,37,0.17092439134304901,0.7,4.227649179248057,0.26484180924082684,East,0
P102234,2023-08-09 01:30:36.822364,9,26,0.03947981579719419,0.9066414850963426,4.874454134095107,0.32240183220650664,West,1
P102235,2022-11-25 01:30:36.822367,26,33,0.041643327991871655,0.8835487608826105,4.928866438990779,0.07048946942063015,North,1
P102236,2023-12-24 01:30:36.822370,16,33,0.028400262795864686,0.8373870432660036,3.943530024880167,0.4767511162211457,South,0
P102237,2024-04-14 01:30:36.822373,12,35,0.02391901457385136,0.959002691582698,4.451583263700351,0.20445034640082893,South,1
P102238,2022-11-21 01:30:36.822376,24,31,0.19664431631759985,0.8459418557289629,4.459720635337811,0.24378242388265822,East,0
P102239,2025-02-28 01:30:36.822379,26,32,0.07322640864513746,0.8850034944919495,4.492542068753628,0.1852700041587912,West,0
P102240,2025-01-25 01:30:36.822382,20,37,0.08580677612567522,0.8496879580973407,4.60980955648553,0.11041310143125915,West,0
P102241,2022-11-26 01:30:36.822385,9,37,0.07566615478267591,0.7833233456218368,4.59898768384048,0.056999824781644365,North,1
P102242,2024-02-04 01:30:36.822388,23,29,0.11170216351667908,0.9643743110495651,4.539310601596325,0.05,West,1
P102243,2025-06-23 01:30:36.822391,29,27,0.11748732662804762,0.9179118595213368,4.502675051570697,0.20369407000551873,Central,0
P102244,2024-09-30 01:30:36.822394,31,37,0.07210563355168673,0.9430260667354357,4.799204488556976,0.1029604702088462,North,1
P102245,2023-01-03 01:30:36.822397,19,32,0.07745516690501528,0.7618919946419662,4.416828710507265,0.12280355632391589,East,1
P102246,2024-08-30 01:30:36.822400,20,28,0.2218224521033424,0.9509043419007627,4.028625197788774,0.07775716589342574,West,1
P102247,2022-12-24 01:30:36.822403,23,32,0.021454150194375608,0.8207359894269936,4.5199621057875214,0.12406840562803519,North,1
P102248,2024-10-28 01:30:36.822406,27,38,0.13106109599534393,0.7963799994271142,4.332434198002651,0.11980203943585509,West,1
P102249,2023-02-19 01:30:36.822408,30,31,0.09500987492668878,0.8901919854163328,4.729820465085768,0.2698221893311698,Central,0
P102250,2024-11-03 01:30:36.822411,21,28,0.010085702927428233,0.7,4.331844268038428,0.2289672544678842,East,1
P102251,2023-04-19 01:30:36.822414,35,27,0.09925359514347949,0.8958192851516534,4.540558331732144,0.05,West,1
P102252,2023-11-22 01:30:36.822417,7,26,0.11495090450875295,0.7,4.39261388934544,0.20451648323631655,West,1
P102253,2023-03-25 01:30:36.822420,22,29,0.26073248475376354,0.8126958837131392,4.6638383218287025,0.5,South,0
P102254,2023-01-15 01:30:36.822423,10,38,0.0780129580467735,0.8435373802943961,4.612208486229238,0.11835277348184742,Central,1
P102255,2024-10-18 01:30:36.822426,23,31,0.04600204220281838,0.9507142663910837,3.858695813936149,0.5,East,1
P102256,2023-08-10 01:30:36.822429,15,26,0.12969776024578789,0.9007632891757611,4.430939412463568,0.06296662366772832,South,1
P102257,2023-02-22 01:30:36.822432,30,38,0.021277681455007837,0.8939159936104172,4.059529630039717,0.21858404550200336,West,1
P102258,2024-11-04 01:30:36.822435,34,35,0.01916138533578412,0.9722166422522237,4.647387524932847,0.20760245047828516,West,0
P102259,2024-04-07 01:30:36.822438,13,31,0.19970155614298832,0.7743301558560304,4.806657779261882,0.27351130269052754,Central,0
P102260,2023-01-10 01:30:36.822441,4,26,0.17497185595317064,0.9399757978852714,4.547855107504944,0.05,South,1
P102261,2024-11-28 01:30:36.822444,18,30,0.08923437567398913,0.7234395000384165,4.509016399430433,0.47193843416367465,West,0
P102262,2025-02-28 01:30:36.822447,23,26,0.12610552173753067,0.8587909299423835,4.772427684097916,0.1571996129580372,Central,1
P102263,2024-05-06 01:30:36.822450,33,20,0.11651815418555092,0.7795640450353692,4.250117076015013,0.10506020660046662,East,0
P102264,2025-01-14 01:30:36.822453,34,23,0.026678660541875086,0.9566887300474717,4.515320453659686,0.12169787347003763,South,1
P102265,2025-04-01 01:30:36.822456,34,33,0.10488331159539852,0.9761523463109363,4.794767574142652,0.3057616849121305,North,0
P102266,2025-08-02 01:30:36.822459,36,39,0.045273644665653284,0.9161482127490432,4.141776249536841,0.22845824630498976,Central,0
P102267,2022-12-09 01:30:36.822462,35,36,0.042652484085862405,0.9166328492720419,4.455705708199276,0.15778730613872577,North,1
P102268,2023-04-01 01:30:36.822465,17,29,0.08847306185620242,0.8656036634074459,4.689830702280049,0.38256701782226643,South,0
P102269,2023-11-02 01:30:36.822469,28,27,0.013839436783692925,0.9636631518527429,4.829724926259981,0.09492306751532914,East,1
P102270,2025-01-24 01:30:36.822472,14,36,0.10670576364665757,0.8642922305858838,4.524606098983781,0.08693930267378097,West,1
P102271,2024-03-05 01:30:36.822475,34,33,0.11578912456594699,0.7326434550802209,4.026933103207541,0.36210556300542873,North,0
P102272,2024-05-18 01:30:36.822478,11,24,0.05579323064876627,0.8605197137851187,4.505144116032695,0.10438569832562404,East,0
P102273,2025-03-13 01:30:36.822481,13,30,0.0853856826466595,0.7,4.390187545648294,0.10370817734724698,West,1
P102274,2024-02-17 01:30:36.822484,33,28,0.038227795767537556,0.8480805085675108,4.6424503155390555,0.3444735666573755,South,0
P102275,2024-12-19 01:30:36.822487,2,35,0.13475259268372133,0.9503160892871203,4.746997601388884,0.07591210277539272,South,0
P102276,2022-12-28 01:30:36.822490,34,17,0.05479927131005169,0.9149306297436565,4.190952287323728,0.08376843363702152,South,0
P102277,2024-04-30 01:30:36.822493,29,22,0.1250374262331645,0.8380895057060889,4.849321352440172,0.18826206293235764,North,0
P102278,2024-01-30 01:30:36.822497,4,25,0.1327292833023142,0.7,4.193924695392026,0.29917189281382356,South,1
P102279,2024-07-06 01:30:36.822500,12,29,0.12431381421863513,0.9209791611059803,4.610228690607506,0.5,East,0
